col,OPC,EN,Microglia,oRG,Vascular,IN,IPC-EN,RG
AGRN,-0.6574977603275602,-0.7036941657441096,-0.6916219694379537,-0.6932351748606262,-0.22868080352460587,-0.3903560247951733,-0.6802733844188956,-0.4518225364036541
AHCY,2.2828923182179097,1.2783747786393533,0.6002899565196246,2.3706822941540096,1.2369174206050033,0.47621907685252585,2.410314913162636,2.0038964076094783
AHCYL1,-0.5365195155825049,-0.38055776248696366,0.22459887239041407,0.02141894908313159,-0.06890969190770505,-0.34385535975504944,-0.245570341486083,-0.29981276269548623
AHNAK,-0.20389378509615042,-0.1379355994513234,-0.25897718169992273,-0.13726017457679585,1.1103240209392993,-0.08563300102502729,-0.1737760269309521,-0.058035592600935576
AHNAK2,0.629501722303235,0.6761575996948951,0.9352188150510153,0.6293388948427945,1.1191996902236783,-0.026136507341840375,0.6333255867962291,-0.08600068452439345
AHSA1,-0.2863226960739826,0.025759082220734784,-0.21796193755325236,-0.27879828823468683,-0.15148062895806672,-0.3538611133362504,-0.1845776306232252,-0.4518225364036541
AHSP,-0.6032370762233858,-0.6336135784728153,-0.5426742155747363,-0.6764353270690557,-0.7628347654055366,-0.09912053655879476,-0.6802733844188956,-0.4518225364036541
AIF1,-0.6574977603275602,-0.7036941657441096,2.4958666767419295,-0.670481333158107,-0.7628347654055366,-0.3681061497829117,-0.6802733844188956,-0.4518225364036541
AIF1L,-0.565412750457317,-0.5816356767118394,-0.6916219694379537,-0.2916376241474895,-0.7628347654055366,-0.3903560247951733,-0.4741954402064307,-0.4264786162801593
AIFM1,-0.5102004647237024,-0.42463111594173525,0.30557392703075875,-0.5917236629550002,0.11503866787089265,-0.33553045947737437,-0.5561115355706185,-0.3580545690624008
AIMP1,-0.6055551256056436,-0.6214949072229461,-0.6916219694379537,-0.6523974226222437,-0.6507186463690849,-0.3903560247951733,-0.6802733844188956,-0.4518225364036541
AIMP2,-0.6574977603275602,-0.6200213824320268,-0.6916219694379537,-0.6576135143661755,-0.7628347654055366,-0.3903560247951733,-0.6802733844188956,-0.4518225364036541
AIP,-0.6064612550397913,-0.6227758159166108,-0.5782380565223925,-0.6634754752288219,-0.7628347654055366,-0.3903560247951733,-0.6381696617660305,-0.4518225364036541
AK1,0.9253600045729973,1.28619392799018,-0.2604866025928201,-0.30048333150193324,2.5643032027174524,-0.05825381639376191,-0.10429167386280018,-0.4518225364036541
AKAP12,-0.3648401237038516,-0.2679739589254117,-0.6916219694379537,0.03188092437738153,2.2095664728641027,-0.3164673820069948,0.18129032129007738,-0.26385248852333987
AKR1A1,-0.14115702871007463,0.292864428514868,2.208283754745413,-0.2930496622263664,-0.5684151099631775,-0.31503561985806466,-0.04037151875456823,-0.41333749231194133
AKR1B1,1.6189241941520918,1.0076205691997027,2.42366179229268,0.5693572858045561,-0.3452705878457059,-0.0012680986018799808,0.8262372190578166,-0.22816178907756368
AKR7A2,-0.6574977603275602,-0.5941187863617481,-0.6286331777796093,-0.586393488743923,-0.7628347654055366,-0.3903560247951733,-0.6018527222237124,-0.4518225364036541
ALAD,-0.6107123036279015,-0.6463309447286042,-0.5234806618755743,-0.6595566046120477,-0.7628347654055366,-0.1496367981638265,-0.6570938930234402,-0.4518225364036541
ALB,2.7670898435773874,2.5691834436518146,1.6676552108489773,2.8551702405939583,1.132965500652927,5.547211620918459,2.4915578421130182,4.813117359587063
ALDH16A1,-0.6574977603275602,-0.7036941657441096,-0.34026822953315433,-0.6174024309744989,-0.7628347654055366,-0.3903560247951733,-0.6802733844188956,-0.4098584398704632
ALDH1A3,-0.6574977603275602,-0.583410245443287,-0.6916219694379537,-0.6464848854871732,-0.7628347654055366,-0.3903560247951733,-0.6308204861964,-0.4518225364036541
ALDH2,-0.09659079224396634,0.6836142512367949,2.406046825856434,0.552604720731502,2.077115244765234,-0.18254900440714492,0.06369319272918048,-0.27003105868719807
ALDH3A1,-0.6574977603275602,-0.6193556752576759,-0.6916219694379537,-0.6932351748606262,-0.7628347654055366,-0.3903560247951733,-0.6482195369118224,-0.4518225364036541
ALDH3A2,-0.5819559570431535,-0.5793621015108641,-0.6916219694379537,-0.5853424322214935,-0.5215842038643114,-0.3903560247951733,-0.589192677871849,-0.4518225364036541
ALDH4A1,-0.5809382460711474,-0.5948096744116739,-0.6916219694379537,-0.6205943057043417,-0.7628347654055366,-0.3903560247951733,-0.6802733844188956,-0.4518225364036541
ALDH5A1,-0.2670269743272065,-0.43328724357804,-0.6916219694379537,-0.2916563649124901,-0.7628347654055366,-0.3903560247951733,-0.5097314799713164,-0.4518225364036541
ALDH6A1,-0.15224306447001454,-0.10961759748942222,0.5965235600258103,1.5435227731583934,-0.559958469978057,-0.3213759261693185,0.9966717124466552,0.08596504186789145
ALDH7A1,0.7911859814620893,0.44503388006913625,-0.14979172821700945,1.5101576726168753,1.1562389156747612,-0.20956632521518143,1.3690879883397478,0.1440057682771493
ALDH9A1,1.566098871857682,0.4078908647189991,2.1019902516163933,1.9523876509991833,1.865991353776295,-0.23024071101909838,1.575432021463154,0.5744342129262804
ALDOC,-0.5906641906231054,-0.5559208323927605,-0.5996913759224569,-0.3182925272401123,-0.2914775160217851,-0.3903560247951733,-0.5660658839166277,-0.39785631593869325
ALOX5AP,-0.6574977603275602,-0.7036941657441096,2.360676818241557,-0.6579155616243864,-0.7628347654055366,-0.3903560247951733,-0.6802733844188956,-0.4518225364036541
ALOXE3,-0.6574977603275602,-0.6130596981333072,-0.496292919892569,-0.6446125569072617,-0.7628347654055366,-0.3903560247951733,-0.614476475751531,-0.4518225364036541
ALYREF,2.0056155475398163,1.4931368657042974,1.190897741924946,1.7245369544685034,0.9568774991267524,0.35909096765655935,2.0663774346503794,1.1300453391258591
ANK1,-0.5403987074526732,-0.5469353250416789,-0.5019270258382936,-0.6009751690647055,-0.7628347654055366,-0.07373873131704431,-0.6802733844188956,-0.4518225364036541
ANO10,-0.5775168212909568,-0.4582079184302955,-0.5845044153651502,-0.5709020803292131,-0.7628347654055366,-0.08077670598861095,-0.3855081671400728,-0.1385136291510704
ANP32A,2.9812624056071804,3.474256677034196,2.599930982251645,2.8503786508082336,2.521929093923453,4.060903023664175,2.7774003203778372,3.7817991801711046
ANP32B,2.111614918091759,1.931085125890929,2.006643458711532,2.2108118222202564,1.3710454869496989,0.8450986212854592,2.2739185761917367,1.7740073648393166
ANP32E,0.49281760290064547,0.3678981210268692,-0.038017796623692424,1.182168297120183,-0.34902458335294223,0.5507752712039398,1.1388657265544677,1.277749931385872
ANTXR1,-0.2481103116293181,-0.5133122634541263,-0.30028552276650056,-0.31417086952796575,-0.4343562165665195,-0.34148258434069584,-0.2758403245899679,-0.21306431062596481
ANXA1,-0.5413723938716425,-0.6009492141158786,-0.6198770431450825,-0.30273628668976893,2.2914127562872815,-0.315250079310605,-0.5204321312537167,-0.36958477535204093
ANXA11,-0.571053881041236,-0.6341341859303274,0.7059949934430918,-0.49987309901791027,-0.6465643102507854,-0.34085782328468006,-0.6314069569227598,-0.3589373173154749
ANXA2,-0.06643127882388772,-0.20042788360188132,-0.15606427563144357,1.119232205995475,2.0980845948826583,-0.26959911425382577,0.2428593454459363,0.18476719388153567
ANXA3,-0.6052294974724425,-0.7036941657441096,-0.6916219694379537,-0.655534305985369,-0.7628347654055366,-0.36047296171269066,-0.6515757918105787,-0.4518225364036541
ANXA4,-0.6054728207898598,-0.7036941657441096,1.5332809432667645,-0.6493360180592008,0.5981856936005087,-0.3628879557652087,-0.6802733844188956,-0.4518225364036541
ANXA5,2.151556991269014,1.680746811568765,2.7931982932765353,2.737857468178785,2.5606145343597286,2.185642261313237,2.6355267575072263,3.326158521055567
ANXA6,2.0128657792192883,0.44305598572070526,1.290329368942545,2.235870350881341,2.473631489377787,-0.11045870661592562,1.725943298632525,1.3966489300162144
ANXA7,-0.5274306818824597,-0.4314420021924392,1.8204035812761552,-0.31156664767440734,0.23244469872635593,-0.32786167504851854,-0.4066775493418063,-0.3819877438524129
ANXA9,-0.6574977603275602,-0.7036941657441096,-0.6916219694379537,-0.6654974404859257,-0.7628347654055366,-0.3687584082394999,-0.6548960398135609,-0.4518225364036541
AP1B1,-0.4255383204269581,-0.33491215217809733,1.5524240745376612,-0.3651674878306735,-0.3660094361970892,-0.3376678637255294,-0.4173318539233166,-0.4518225364036541
AP1G1,-0.5251458004718619,-0.4273809594822982,-0.5295926533923568,-0.5091684704975948,-0.5416708760145819,-0.32513564560495545,-0.5077028758645139,-0.34038539871994045
AP1M1,-0.190712325539019,0.06277860634776877,-0.47036719899314183,0.15598651650308598,-0.5738418235099791,1.184941860953642,-0.020032330290465604,0.7319296297228961
AP2A1,-0.43731460533035343,-0.04780525364881865,0.1187968264237641,-0.19316611269005526,1.478685679167647,-0.31004489105002725,-0.23253388230921448,-0.38064799724511794
AP2A2,-0.6574977603275602,-0.6075588291627153,-0.6916219694379537,-0.6932351748606262,-0.6240631640278458,-0.3903560247951733,-0.6294894916427276,-0.39875187847949434
AP2B1,0.19194422128844546,0.11884296822439046,0.29106780445095176,0.28634842762517004,1.6952243633894033,-0.3331008386932309,0.41960251208185684,-0.3425037911600941
AP2M1,-0.1792003173526216,-0.07375715192662725,0.6008826942122136,-0.14447285349265673,1.7677391302950214,-0.3395568510227586,-0.17850519542895735,-0.3258991357599318
AP2S1,-0.4496607884390078,-0.4496302529572875,-0.14820813560192456,-0.3182467934900259,0.7605271318754447,-0.3903560247951733,-0.38639500746333255,-0.4518225364036541
APBB1IP,-0.6574977603275602,-0.6398665939463046,1.4608507541554352,-0.6932351748606262,-0.7628347654055366,-0.3903560247951733,-0.6802733844188956,-0.4518225364036541
APEH,-0.5790860965433152,-0.5292903349468152,-0.17241386557891192,-0.46628926751742333,-0.016360652758104513,-0.3532059432084421,-0.5354838131396528,-0.3915040910979477
APEX1,2.683005454868281,2.7442823743638716,2.0077206565520895,2.3134208886360548,1.4458492107841014,2.0525855279288603,2.3605216915925746,2.6290783868916523
API5,1.2335882373454736,0.7866295978084001,0.05864741602944473,0.970437066300887,0.26526709770594853,0.015657712295512553,1.0171309909379302,0.13192941737035116
APIP,-0.6574977603275602,-0.7036941657441096,-0.6294067671391256,-0.6736785944244938,-0.7628347654055366,-0.3903560247951733,-0.6580707166722756,-0.4518225364036541
APMAP,1.8736133901199588,1.0296623660557451,1.151590100279736,1.0447159920390447,1.4967177196616832,-0.09755721488765871,0.7241236829949398,0.05334835561659424
APOA1,-0.6084518086564298,-0.6504176749777221,-0.5660065294589098,-0.6025399392522398,-0.7628347654055366,-0.3686886648074657,-0.6505352194743425,-0.3678742382947674
APOB,-0.3223550820570261,-0.3418324757186476,-0.6916219694379537,-0.4155874983578689,-0.7628347654055366,-0.1761912216914079,-0.4243958381479487,-0.17072297313114226
APOD,0.05995022469891184,-0.5616108533856329,-0.426946240755397,-0.5476358829622786,-0.7628347654055366,-0.3658349002066697,-0.6643826715202311,-0.3268938189995251
APOO,-0.6574977603275602,-0.7036941657441096,-0.6916219694379537,-0.6786596866236497,-0.7628347654055366,-0.3903560247951733,-0.655873250730254,-0.4518225364036541
APP,-0.6574977603275602,-0.619756376866839,-0.6916219694379537,-0.6411692920483472,-0.7628347654055366,-0.3903560247951733,-0.6802733844188956,-0.4518225364036541
APPL1,-0.5617837430825854,-0.6385757038786615,-0.5624737068054466,-0.6450313471027648,-0.6354689943686768,-0.3903560247951733,-0.6390804102182254,-0.4518225364036541
APPL2,-0.516519810038643,-0.40277321842939895,0.3962182340945029,-0.44531147894802725,-0.7628347654055366,-0.34965421163239,-0.5165960109644454,-0.4518225364036541
APRT,-0.5984362207895079,-0.5318157552754393,1.1559516253509472,-0.5574238185373229,0.20039263684907152,-0.36551546077751207,-0.6294319319390901,-0.4518225364036541
AQR,-0.6574977603275602,-0.5324959196751807,-0.6916219694379537,-0.6393785931152609,-0.7628347654055366,-0.35395146502700714,-0.6092157715912486,-0.4518225364036541
ARCN1,-0.4198999455852634,-0.43668889493064467,0.029294537455324142,-0.26981683383572747,1.0627220186525754,-0.3660424965676941,-0.47825743049846214,-0.4236093761306914
ARF4,2.721610091947742,2.676543986891839,2.628063516681973,2.4649820077625746,2.3983532258988687,3.1405880100136794,2.526092199475067,3.049038804516266
ARF6,-0.6574977603275602,-0.6006549742057755,-0.5888372117487671,-0.5909159678859492,1.1956251227515338,-0.3903560247951733,-0.6357978951201512,-0.4518225364036541
ARG1,-0.4190381593264827,-0.2510679740978049,-0.07871762894676948,-0.32752681576846515,-0.43151337712250387,-0.21783920157973116,-0.34971820806123644,-0.24600251084849856
ARGLU1,-0.593969873530377,-0.5700262877962464,-0.6089458891519155,-0.6512577471368366,-0.7628347654055366,-0.3903560247951733,-0.6255978681437472,-0.4518225364036541
ARHGAP1,-0.5759057159615413,-0.3821060557927445,0.5649793587174848,-0.4141417417260748,2.0194130363717404,-0.3294126977908204,-0.546488946579779,-0.4518225364036541
ARHGAP17,-0.5603259627089199,-0.6014233245591216,-0.3351045766155821,-0.6130301805973055,-0.7628347654055366,-0.3531436017673011,-0.535092526957271,-0.39106997117049225
ARHGDIA,1.8597807420610828,1.8440090821870396,1.8638386871848693,1.3837671370107685,2.258910024435207,0.7062127931059295,1.6312914345221468,0.42397259084017624
ARHGDIB,-0.6574977603275602,-0.6579247315175021,2.014465753340602,-0.6932351748606262,1.786127568568807,-0.3903560247951733,-0.6802733844188956,-0.4518225364036541
ARHGEF1,-0.6574977603275602,-0.7036941657441096,-0.5844288523182408,-0.6355941785700213,-0.6114491385400107,-0.3903560247951733,-0.6802733844188956,-0.4518225364036541
ARHGEF12,-0.6574977603275602,-0.5749070574880539,-0.6916219694379537,-0.6932351748606262,-0.05904288534657718,-0.3903560247951733,-0.6802733844188956,-0.4518225364036541
ARHGEF17,-0.6574977603275602,-0.7036941657441096,-0.6916219694379537,-0.6932351748606262,-0.13363923333131755,-0.3903560247951733,-0.5832479299776102,-0.35806452046625675
ARHGEF2,-0.6574977603275602,-0.4375861188477497,-0.6916219694379537,-0.6254174494585834,-0.7628347654055366,-0.3267596901116215,-0.504645916640289,-0.4518225364036541
ARHGEF6,-0.5887265326540955,-0.5450684500878461,-0.24179281303407404,-0.5327623968740287,0.34217178480326615,-0.316438777644877,-0.5604931607644084,-0.3887412134697322
ARID1A,-0.5588387229045209,-0.5379105604945659,-0.6916219694379537,-0.6932351748606262,-0.7628347654055366,-0.3903560247951733,-0.5755947470484915,-0.36227402206135306
ARL1,-0.5104880851472222,-0.5390855741068931,-0.1445057042708328,-0.4456316520728218,-0.2198486692201239,-0.3903560247951733,-0.6315685091580133,-0.432797846350795
ARL3,0.03517052161799179,0.6556816302203081,-0.6916219694379537,0.903219559069744,0.199812672975083,-0.15300110246733156,0.610317756416676,-0.17065124679771912
ARL6IP5,-0.6214854022570895,-0.6615598460001019,0.8718020691134882,-0.6446142576651793,-0.7628347654055366,-0.38054017217023534,-0.6802733844188956,-0.4518225364036541
ARL8A,-0.36659488088345765,-0.6521619879463367,-0.18168008527381363,-0.5850378944840183,-0.7628347654055366,-0.3903560247951733,-0.6612453935309901,-0.4518225364036541
ARL8B,-0.6574977603275602,-0.445672695915203,0.8984113055375302,-0.44343601676827143,-0.48745225719666957,-0.3690549119850315,-0.6042861424500724,-0.39688331121566545
ARPC1A,1.159927788559451,1.6848367675921472,-0.6240813331424544,0.7569434238882083,2.214768254284959,0.15818521649828463,1.189904988606863,-0.13916456343365
ARPC1B,-0.6070726449110484,-0.7036941657441096,2.1063418589121703,-0.6640734711510169,0.5453286085414742,-0.3903560247951733,-0.6802733844188956,-0.4518225364036541
ARPC2,-0.07287175198092531,0.1384029029739378,2.2449080054253403,-0.36513174228912715,1.8077709242827797,-0.2608079982514405,-0.17896916868146198,-0.4206770275886795
ARPC3,-0.2814609387513712,0.232258346235069,2.119976951916154,-0.39510157928429224,1.958593718187415,-0.28764416531057024,-0.3851231008019448,-0.4518225364036541
ARPC4,0.9317428918373273,1.5768075939397361,2.5426858913015185,0.6551457414055932,2.4516145722060716,0.04482262128811996,0.9648978097175392,-0.24645254592990232
ARPC5,0.8826653383789315,1.6334193995658486,2.6822903751940435,0.4691848120871993,2.288677191621243,-0.1089029023969434,0.7647800329887129,-0.3987526905288879
ARPC5L,-0.2388993805195901,-0.3019842143901029,-0.3377867714322621,-0.5034331620737917,0.7952615062155997,-0.3381417910395091,-0.4146577786285355,-0.4195226734527555
ARRB2,-0.6574977603275602,-0.7036941657441096,0.2384354197452396,-0.6932351748606262,-0.7628347654055366,-0.3903560247951733,-0.6491502410081559,-0.4518225364036541
ARSA,-0.50968016962097,-0.5455851191679743,-0.48757062586366284,-0.4615547571611055,-0.20911264342650052,-0.3903560247951733,-0.5177819644145601,-0.3716898787150571
